age,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,traded,pos_DF,pos_FW,pos_GK,pos_MF
30,10,837,0,1,0,0,1.0,75.1,1.8,1,6.8,2.4,1.7,0.8,0.0,0.9,1.8,0.2,0,0.4,0.9,1.6,0.0,1.2,0.8,28.2,0.4,1.5,0.1,0,False,False,False,True
28,0,17,0,0,0,0,2.0,77.8,0.0,0,6.25,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0,False,True,False,False
33,1,90,0,0,1,0,0.0,73.9,0.0,0,7.68,3.0,2.0,2.0,1.0,3.0,1.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,69.0,0.0,7.0,0.0,0,True,False,False,False
31,1,90,0,1,0,0,0.0,89.1,2.0,0,7.19,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,2.0,55.0,0.0,6.0,0.0,1,True,False,False,False
27,8,657,0,0,1,0,0.6,79.2,1.8,0,6.99,1.8,2.3,0.6,0.9,7.0,0.9,0.5,0,0.3,0.0,1.4,0.0,0.3,0.0,32.5,0.4,4.1,0.1,0,True,False,False,False
20,1,80,0,0,0,0,0.0,73.5,2.0,0,6.85,3.0,2.0,3.0,0.0,3.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,0.0,0.0,0.0,0,False,False,False,True
27,29,2526,4,8,2,0,1.7,85.4,0.3,3,7.3,1.0,0.9,0.8,0.0,0.5,0.3,0.0,0,3.3,0.9,0.9,0.1,1.9,1.1,57.0,1.4,1.2,0.5,0,False,True,False,False
24,0,1,0,0,0,0,0.0,100.0,0.0,0,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1,False,False,False,True
20,15,1467,2,1,1,0,0.9,64.8,3.2,1,6.63,1.4,0.5,1.0,0.0,0.5,0.6,0.0,0,0.6,0.5,0.4,0.2,1.4,1.3,16.1,0.2,0.1,0.0,0,False,True,False,False
21,6,682,1,0,2,1,0.7,85.7,0.4,0,6.46,1.1,0.6,1.1,0.0,0.0,1.1,0.1,0,0.5,0.6,0.6,0.0,0.5,0.9,22.1,0.3,0.3,0.0,0,False,False,False,True
26,16,1455,4,0,1,0,0.9,73.0,0.9,1,6.61,0.6,1.4,0.4,0.1,0.6,0.6,0.0,0,1.0,0.3,1.0,0.0,0.5,1.0,15.8,0.7,0.5,0.0,1,False,False,False,True
31,31,2635,2,0,8,1,0.4,86.0,3.0,2,7.2,1.9,2.5,1.7,0.9,6.9,0.7,0.7,0,0.2,0.2,1.1,0.0,0.3,0.4,36.1,0.0,6.0,0.0,0,True,False,False,False
27,33,2979,4,6,5,0,2.1,76.2,0.6,0,6.77,1.5,1.3,1.1,0.0,0.9,1.1,0.0,0,1.1,0.5,1.5,0.1,1.2,1.4,38.6,1.2,2.5,0.0,1,False,False,False,True
20,17,1495,3,2,3,1,2.0,84.9,0.1,1,6.68,1.1,0.6,1.3,0.1,0.4,1.0,0.0,0,1.0,1.3,1.3,0.3,1.0,1.4,24.0,0.3,0.6,0.0,0,False,True,False,False
24,1,84,0,0,0,0,1.0,69.0,0.7,0,6.02,0.7,0.3,0.7,0.0,0.0,1.3,0.0,0,0.0,0.0,0.7,0.3,0.3,0.3,14.0,0.0,0.3,0.0,0,False,False,False,True
25,14,1314,0,0,0,0,0.3,75.8,0.6,0,6.29,1.1,1.1,0.7,0.2,1.6,0.6,0.1,0,0.5,0.5,0.5,0.0,0.1,0.7,22.9,0.2,0.7,0.0,0,True,False,False,False
22,0,53,1,0,0,0,0.7,64.3,0.7,0,6.31,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0,0.0,0.3,0.0,0.0,0.0,0.7,9.3,0.0,0.0,0.0,0,False,False,False,True
25,16,1445,3,3,2,0,1.5,87.5,0.1,1,6.82,0.4,0.4,0.3,0.0,0.3,0.4,0.0,0,2.2,1.2,0.8,0.3,1.0,1.0,33.2,0.7,1.0,0.1,0,False,True,False,False
22,10,926,2,2,4,1,1.1,74.1,0.2,3,6.78,1.5,0.5,1.3,0.0,0.5,0.6,0.1,0,0.6,2.4,1.7,0.2,1.2,2.2,13.3,0.2,0.3,0.0,0,False,False,False,True
31,33,2959,16,5,5,0,3.0,75.6,0.1,2,7.03,0.5,0.8,0.4,0.0,0.2,0.0,0.1,0,1.1,0.9,1.6,1.1,1.5,1.5,23.8,0.2,0.5,0.2,0,False,True,False,False
33,12,1072,2,0,1,0,0.4,86.0,1.3,1,6.8,2.5,0.7,0.6,0.0,0.6,0.9,0.0,0,0.3,0.4,0.8,0.0,0.5,0.4,37.9,0.1,2.3,0.0,0,False,False,False,True
20,0,18,0,0,0,0,0.0,100.0,0.0,0,6.57,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0,False,False,False,True
31,27,2361,6,1,5,0,1.5,77.0,2.2,0,6.83,1.1,0.7,2.3,0.1,1.4,0.8,0.2,0,0.5,0.8,3.1,0.5,1.5,1.6,35.1,0.2,1.8,0.0,1,False,True,False,False
24,3,245,0,0,1,0,1.5,78.9,0.5,0,6.07,0.5,0.0,2.3,0.0,0.0,0.5,0.0,0,0.0,0.3,1.3,0.5,2.3,2.3,9.5,0.0,0.0,0.0,0,False,True,False,False
18,0,18,0,0,0,0,0.5,66.7,0.5,0,6.22,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5,4.5,0.0,0.5,0.0,0,False,False,False,True
28,11,1008,2,3,2,0,0.5,82.1,0.2,0,6.45,0.8,0.2,0.7,0.0,0.2,0.7,0.0,0,0.5,0.6,0.7,0.1,0.8,0.7,23.7,0.2,2.2,0.0,0,False,False,False,True
27,16,1816,14,3,4,0,2.9,69.2,2.7,2,6.96,0.3,0.2,0.6,0.0,0.5,0.3,0.2,0,1.0,0.3,0.7,0.2,1.5,1.4,21.2,0.1,0.5,0.0,0,False,True,False,False
29,1,127,0,0,1,0,0.0,93.1,0.0,0,6.24,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.5,0.0,0.0,0.0,51.0,0.0,2.0,0.0,0,True,False,False,False
29,9,690,2,0,1,0,2.1,67.5,2.4,1,6.61,0.4,0.3,1.1,0.0,1.0,0.2,0.1,0,0.7,0.9,1.2,0.2,2.2,2.7,21.2,0.0,0.1,0.0,1,False,True,False,False
34,26,2231,0,0,4,0,0.2,70.5,1.7,0,6.6,0.7,1.0,0.8,0.2,2.0,0.5,0.2,0,0.5,0.7,0.9,0.0,0.5,0.8,31.2,0.3,1.4,0.0,1,True,False,False,False
24,29,2611,2,0,9,0,0.3,71.2,1.1,0,6.69,1.6,1.7,1.4,1.1,7.5,0.6,1.0,0,0.0,0.2,0.6,0.1,0.2,0.0,26.5,0.0,2.5,0.0,0,True,False,False,False
38,1,78,0,0,0,0,0.0,87.5,0.0,0,6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1,False,False,True,False
32,13,1141,0,0,1,0,0.3,79.6,0.4,0,6.46,1.1,1.1,0.8,0.1,1.9,0.7,0.2,0,0.4,0.1,0.5,0.1,0.3,0.4,24.8,0.6,2.0,0.0,0,False,False,False,True
28,3,250,1,0,0,0,0.7,84.3,0.0,0,6.17,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0,0.8,0.2,0.3,0.8,1.0,0.3,11.7,0.3,0.3,0.0,0,False,True,False,False
27,28,2520,2,0,2,0,0.6,91.6,1.9,0,6.85,0.9,0.9,0.5,0.6,3.4,0.3,0.8,1,0.2,0.1,0.4,0.0,0.1,0.2,59.6,0.0,3.5,0.0,0,True,False,False,False
25,23,1989,0,1,5,0,0.4,80.1,0.9,0,6.64,1.8,0.8,0.6,0.1,1.8,0.5,0.4,0,0.5,1.2,1.2,0.1,0.6,0.8,33.0,0.5,1.9,0.0,0,False,False,False,True
28,18,1681,0,0,6,0,0.1,82.7,1.4,0,6.63,1.2,2.0,0.8,1.0,6.2,0.2,0.4,0,0.1,0.3,0.3,0.0,0.0,0.2,32.0,0.0,2.5,0.0,0,True,False,False,False
19,0,6,0,0,0,0,0.0,100.0,0.0,0,5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,True,False,False,False
22,0,8,0,0,0,0,0.0,85.7,0.0,0,6.18,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,1,False,False,False,True
21,7,603,0,1,0,0,1.1,72.1,0.7,1,6.59,1.2,0.3,0.7,0.0,0.2,1.6,0.0,0,1.3,0.5,1.1,0.3,0.8,0.3,14.6,1.6,1.8,0.0,0,False,True,False,False
28,31,2831,3,0,7,2,0.3,81.8,2.1,1,6.58,1.8,1.7,0.9,0.8,4.1,0.6,0.5,1,0.2,0.6,1.0,0.0,0.1,0.4,41.3,0.0,3.6,0.0,0,False,False,False,True
32,11,934,0,0,0,1,0.8,81.8,2.7,0,6.44,1.2,0.8,0.7,0.5,4.4,0.3,1.2,1,0.2,0.2,0.2,0.1,0.1,0.3,47.5,0.1,4.8,0.0,1,False,False,False,True
24,15,1439,0,2,3,0,0.2,76.4,1.1,1,6.82,1.6,1.8,0.4,0.3,3.7,0.4,0.2,0,0.6,0.5,0.7,0.1,0.7,0.4,28.3,0.3,0.4,0.1,1,False,False,False,True
34,15,1545,0,0,4,0,0.4,82.2,0.6,0,6.47,1.6,1.7,1.6,0.0,0.6,0.7,0.1,0,0.6,0.3,0.7,0.0,0.6,0.6,31.1,0.0,2.0,0.0,1,False,False,False,True
20,33,3049,1,2,5,0,0.2,83.1,1.5,1,6.95,2.5,1.8,0.8,0.1,4.5,0.9,0.3,0,0.5,0.5,0.9,0.0,0.4,0.3,41.2,0.6,2.0,0.0,0,False,False,False,True
25,19,1778,1,1,3,0,0.9,67.4,2.4,0,6.45,0.5,0.2,1.7,0.0,0.7,0.3,0.1,0,0.8,0.4,1.4,0.4,1.3,1.4,15.7,0.1,0.5,0.0,0,False,True,False,False
21,20,1820,2,3,2,1,0.9,92.7,0.4,1,7.4,2.4,1.6,1.1,0.0,0.6,0.4,0.0,0,1.2,1.4,1.4,0.1,1.4,0.8,73.1,0.4,3.6,0.3,0,False,False,False,True
26,34,2886,0,1,9,0,0.6,77.9,1.9,0,6.89,2.6,2.2,2.3,0.0,1.7,0.7,0.3,0,0.8,1.0,1.4,0.1,1.0,0.5,31.8,0.1,2.1,0.0,0,False,False,False,True
31,34,2847,2,0,6,0,0.6,78.4,1.8,0,6.4,1.3,0.5,1.6,0.1,0.8,1.3,0.4,0,0.4,0.5,0.6,0.0,0.6,0.8,20.1,0.1,0.6,0.0,0,False,False,False,True
20,0,51,0,0,0,0,0.0,61.5,0.0,0,6.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.5,0.0,0,False,False,True,False
25,13,1592,1,1,2,0,1.6,78.3,0.1,0,6.66,1.0,0.8,1.0,0.0,0.3,0.3,0.1,0,1.2,0.3,1.2,0.1,1.3,0.0,25.9,1.1,2.3,0.1,0,False,False,False,True
33,38,3420,0,0,1,0,0.0,50.6,0.1,3,6.93,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.2,0.0,0.0,0.0,26.3,0.0,6.6,0.0,0,False,False,True,False
25,35,3150,0,0,3,0,0.0,60.3,0.3,3,6.94,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0,0.1,0.0,0.2,0.0,0.0,0.0,24.6,0.0,6.1,0.0,0,False,False,True,False
31,0,35,0,0,0,0,0.3,28.6,1.3,0,6.09,0.3,0.3,0.3,0.0,0.0,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,1,False,True,False,False
33,34,3060,1,2,3,0,0.4,77.1,2.1,1,7.11,1.6,2.2,0.7,0.9,6.0,0.4,1.1,0,0.1,0.3,0.7,0.0,0.5,0.4,31.1,0.0,1.9,0.0,1,True,False,False,False
28,1,99,0,0,1,0,0.6,87.5,0.0,0,6.22,0.0,0.2,0.8,0.0,0.8,0.4,0.0,0,0.8,0.2,0.6,0.0,0.6,0.0,4.8,1.2,0.0,0.0,1,False,True,False,False
23,6,642,0,1,2,0,0.3,77.0,0.8,0,6.47,1.3,0.5,0.5,0.0,1.8,1.0,0.0,0,0.5,0.7,0.7,0.0,0.6,1.1,26.9,0.6,1.6,0.1,1,False,False,False,True
24,8,651,0,0,2,1,1.3,68.9,0.9,0,6.44,2.6,2.0,1.6,0.0,2.9,1.5,0.4,0,0.6,0.1,0.9,0.0,0.4,0.0,40.3,0.1,2.0,0.0,0,False,False,False,True
36,36,3034,0,2,10,0,0.3,65.6,0.7,0,6.88,2.9,2.4,1.2,0.3,3.5,0.9,0.6,0,0.6,0.3,0.8,0.0,0.4,0.5,22.0,0.4,1.1,0.0,0,True,False,False,False
24,33,2923,2,3,3,0,1.1,82.1,0.5,0,6.61,1.1,0.6,0.6,0.0,1.0,0.8,0.3,0,0.9,0.4,0.4,0.0,0.4,1.0,35.8,0.9,2.9,0.0,0,False,False,False,True
31,19,1636,0,0,3,1,0.3,83.0,1.9,0,6.89,2.2,2.6,1.6,1.1,7.6,0.5,0.5,0,0.2,0.1,0.9,0.0,0.2,0.2,33.7,0.0,2.5,0.0,0,True,False,False,False
32,38,3376,1,3,3,0,0.6,78.2,0.9,0,6.6,1.4,1.3,0.5,0.0,0.9,1.2,0.2,0,0.8,0.8,0.8,0.0,1.5,1.1,38.9,0.3,2.8,0.0,0,False,False,False,True
29,2,144,0,0,0,0,0.3,72.4,0.0,0,6.11,1.0,0.7,0.0,0.0,0.3,1.0,0.0,0,0.3,1.3,0.7,0.3,1.0,0.3,19.3,0.0,0.3,0.0,0,True,False,False,False
22,5,465,0,0,1,0,0.1,85.2,0.2,0,6.32,1.5,0.8,0.9,0.1,0.8,0.0,0.2,0,0.1,0.6,0.6,0.0,0.3,0.6,18.2,0.1,1.1,0.0,0,False,False,False,True
33,6,471,1,0,1,0,0.1,86.3,1.1,0,6.9,1.5,1.3,0.6,1.4,6.1,0.3,0.5,0,0.0,0.0,1.1,0.0,0.0,0.1,17.4,0.0,2.4,0.0,1,True,False,False,False
20,0,1,0,0,0,0,0.0,50.0,0.0,0,5.97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,True,False,False,False
29,38,3420,2,1,7,0,0.4,80.6,1.5,0,6.74,1.6,1.1,0.6,0.0,2.1,1.1,0.4,0,0.5,0.8,1.4,0.0,1.2,1.8,41.7,0.1,2.3,0.0,0,False,False,False,True
20,1,219,0,0,0,0,0.3,74.5,0.0,0,6.2,0.8,0.2,0.3,0.0,0.2,0.4,0.0,0,0.3,0.2,0.1,0.0,0.1,0.4,5.5,0.4,0.0,0.0,1,False,True,False,False
30,31,2576,1,3,11,0,1.3,86.0,3.2,3,7.26,2.5,1.2,1.7,0.0,1.8,1.2,0.6,0,0.8,0.6,1.2,0.1,0.4,1.0,61.3,0.1,5.5,0.2,1,False,False,False,True
21,1,90,0,0,1,0,1.0,70.8,3.0,0,6.49,3.0,1.0,1.0,0.0,3.0,1.0,0.0,0,1.0,1.0,1.0,0.0,3.0,4.0,24.0,1.0,2.0,0.0,0,False,True,False,False
25,24,1992,5,4,6,0,1.4,68.7,0.7,2,6.37,0.3,0.4,0.5,0.0,0.5,0.4,0.1,0,0.6,0.3,0.9,0.5,1.6,1.5,11.9,0.1,0.4,0.0,0,False,True,False,False
27,25,2078,0,0,7,1,0.3,77.8,0.9,1,6.75,2.8,2.4,1.4,1.3,4.8,0.5,0.5,0,0.1,0.6,1.1,0.0,0.5,0.3,34.2,0.1,3.3,0.0,0,True,False,False,False
29,27,2319,3,2,9,0,0.9,83.7,3.2,4,7.2,2.6,1.9,1.7,0.5,3.7,0.6,0.7,0,0.4,0.2,1.0,0.0,0.1,0.4,53.8,0.1,3.1,0.0,0,True,False,False,False
25,28,2596,3,3,8,0,1.2,78.0,0.3,3,7.06,1.8,1.3,0.7,0.0,0.9,0.8,0.1,0,0.8,2.4,1.7,0.0,0.9,1.0,28.7,0.7,1.9,0.0,0,False,False,False,True
21,1,120,0,0,1,0,0.0,82.9,0.3,0,6.32,0.5,0.5,0.3,0.0,0.8,0.5,0.0,0,0.3,0.8,0.5,0.0,0.0,0.8,8.8,0.5,0.5,0.0,1,True,False,False,False
19,1,52,0,0,1,0,1.0,88.9,0.0,0,6.08,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,9.0,0.0,0.0,0.0,0,False,False,False,True
26,17,1442,0,0,4,0,0.5,73.7,0.8,0,6.68,1.3,1.3,0.9,0.1,1.2,0.4,0.1,0,0.8,0.9,1.3,0.0,0.5,1.6,27.4,0.2,0.6,0.0,0,False,False,False,True
31,8,651,1,0,0,0,0.6,78.4,2.4,0,7.11,1.5,1.8,0.5,0.8,7.1,0.8,1.1,0,0.1,0.1,0.5,0.0,0.3,0.4,28.9,0.0,2.4,0.0,0,True,False,False,False
23,13,1164,0,0,5,0,0.0,89.6,0.5,0,6.37,0.7,1.1,1.0,0.2,1.6,0.2,0.4,0,0.1,0.3,0.3,0.0,0.3,0.3,37.2,0.0,1.9,0.0,0,False,False,False,True
22,24,2123,4,5,9,2,2.0,78.6,0.3,3,6.96,1.7,0.6,1.0,0.0,0.4,0.9,0.0,0,1.4,2.2,3.0,0.0,1.6,1.2,28.7,1.0,1.2,0.0,1,False,False,False,True
22,1,223,1,0,0,0,0.4,73.0,0.0,0,6.23,0.5,0.3,0.3,0.0,0.0,0.1,0.0,0,0.5,0.2,0.8,0.0,0.2,0.5,6.7,0.3,0.1,0.0,1,False,False,False,True
32,34,3060,0,0,0,0,0.0,80.7,0.2,2,6.79,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,40.5,0.0,7.2,0.0,0,False,False,True,False
30,17,1587,1,2,5,0,0.7,76.8,0.4,0,6.28,0.4,0.2,0.5,0.0,0.2,0.4,0.1,0,0.5,0.2,0.7,0.3,0.5,0.9,11.9,0.2,0.1,0.0,1,False,True,False,False
31,26,2265,0,0,6,0,0.5,84.6,1.5,0,6.91,1.9,1.6,1.3,0.0,2.9,1.4,0.7,0,0.7,0.3,0.6,0.0,0.8,0.5,47.6,0.3,3.2,0.0,0,False,False,False,True
30,7,788,2,0,3,0,1.1,65.5,2.1,0,6.33,0.1,0.1,1.0,0.1,0.5,0.1,0.0,0,0.3,0.2,0.8,0.4,0.5,0.7,11.5,0.0,0.5,0.0,1,False,True,False,False
27,4,555,0,2,0,0,1.3,81.5,0.3,0,6.7,0.8,0.5,0.5,0.0,0.2,0.0,0.1,0,1.5,1.1,1.3,0.0,0.8,0.7,15.1,0.7,0.6,0.1,0,False,False,False,True
28,27,2492,1,0,7,0,0.1,71.4,1.5,0,6.77,1.3,3.5,0.8,1.0,5.2,0.3,0.7,0,0.1,0.0,0.7,0.0,0.1,0.1,31.0,0.0,2.4,0.0,0,True,False,False,False
23,11,1091,0,0,4,0,1.3,68.4,2.0,0,6.4,0.7,0.3,1.1,0.0,0.3,0.5,0.1,0,0.6,1.0,1.3,0.1,0.7,1.7,14.4,0.1,0.4,0.0,0,False,True,False,False
21,30,2700,0,1,0,0,0.0,59.7,0.0,3,7.03,0.0,0.0,0.0,0.0,1.8,0.1,0.0,0,0.1,0.0,0.3,0.0,0.0,0.0,34.7,0.0,12.0,0.0,0,False,False,True,False
31,35,3075,2,6,4,0,1.1,85.9,0.6,1,7.21,2.5,1.0,1.0,0.1,2.6,1.0,0.1,0,2.0,0.3,0.8,0.4,0.4,0.7,40.7,2.6,1.5,0.0,0,False,False,False,True
24,15,1397,2,1,3,0,0.3,88.9,0.7,2,6.92,2.2,1.3,0.8,0.0,0.4,0.6,0.1,0,0.7,0.4,1.0,0.0,0.4,0.4,38.6,0.1,3.3,0.1,0,False,False,False,True
30,30,2707,8,3,5,0,2.9,74.6,1.8,5,7.06,1.0,0.7,0.8,0.0,1.4,1.0,0.1,1,1.8,0.7,0.3,0.3,0.5,1.5,33.1,1.4,1.0,0.1,1,False,True,False,False
29,4,310,0,0,0,0,0.6,84.9,1.0,0,6.79,1.6,2.2,1.8,0.2,1.4,1.4,0.0,0,0.4,0.8,1.6,0.0,0.6,0.6,42.4,0.2,0.8,0.0,0,False,False,False,True
27,5,344,0,0,0,0,0.8,57.0,2.0,0,6.35,1.4,0.4,1.4,0.0,0.2,1.0,0.2,0,0.6,0.6,1.0,0.4,2.0,2.6,22.8,0.8,0.2,0.0,1,False,True,False,False
29,30,2574,2,2,12,2,1.2,69.2,0.8,2,7.08,3.8,4.0,1.9,0.1,1.6,1.0,0.3,0,0.3,0.3,0.9,0.0,1.0,0.6,35.8,0.0,3.1,0.0,0,False,False,False,True
18,0,76,0,0,0,0,0.5,52.9,0.5,0,6.08,0.5,0.3,0.0,0.0,0.0,0.0,0.3,0,0.0,0.0,0.0,0.3,0.8,0.8,4.3,0.3,0.0,0.0,0,False,True,False,False
32,15,1353,0,0,2,0,0.3,83.8,2.1,0,6.51,1.6,1.0,1.3,0.1,1.2,1.3,0.3,0,0.5,0.3,0.8,0.0,0.8,0.9,31.3,0.1,1.1,0.0,0,False,False,False,True
22,16,1481,9,0,2,0,1.1,84.2,0.7,2,6.7,0.7,0.2,0.4,0.0,0.3,0.4,0.1,0,0.9,0.4,0.4,0.2,0.5,0.7,15.8,0.1,0.3,0.1,0,False,True,False,False
22,34,3003,6,1,9,1,1.6,75.6,2.3,5,7.71,3.2,4.2,1.9,0.0,3.9,0.5,0.4,0,0.6,1.2,2.3,0.0,0.6,0.0,32.5,0.1,2.1,0.1,0,False,False,False,True
27,14,1418,7,0,2,0,1.3,66.9,2.3,1,6.66,0.6,0.1,1.5,0.0,0.4,1.1,0.0,0,0.5,0.9,1.1,0.6,1.9,1.7,12.1,0.0,0.3,0.0,1,False,True,False,False
38,27,2423,0,0,5,0,0.2,73.1,1.6,1,6.76,1.4,2.3,0.9,0.9,4.5,0.7,0.4,1,0.2,0.1,0.3,0.0,0.2,0.2,35.6,0.0,4.1,0.0,1,False,False,False,True
27,35,3145,2,3,4,1,1.7,79.6,1.0,2,7.16,2.6,2.0,1.3,0.0,1.9,0.7,0.3,0,1.7,0.3,0.7,0.1,1.1,1.1,52.2,1.7,6.3,0.0,0,False,False,False,True
26,20,1654,10,2,4,0,2.2,83.5,0.3,1,7.18,1.4,1.0,0.8,0.0,0.1,0.7,0.0,0,1.4,0.9,0.8,0.2,0.9,1.9,28.3,0.5,0.8,0.0,0,False,True,False,False
22,12,1176,7,4,0,0,1.5,84.8,0.1,1,7.06,0.5,0.3,0.1,0.0,0.0,0.3,0.0,0,1.0,1.5,0.4,0.6,0.5,1.0,28.1,0.4,0.6,0.2,0,False,False,False,True
23,36,3161,0,4,5,0,0.9,83.4,1.4,0,7.16,2.3,2.4,0.8,0.4,5.1,0.4,0.3,0,1.5,0.7,0.6,0.1,0.8,0.5,44.4,0.8,3.0,0.2,0,False,False,False,True
22,6,881,7,0,1,0,1.3,77.7,0.1,1,6.47,0.1,0.2,1.0,0.0,0.1,0.2,0.0,0,0.4,0.8,0.4,0.5,0.8,0.8,8.2,0.0,0.5,0.0,0,False,True,False,False
26,9,839,4,2,2,0,1.3,82.4,0.4,0,6.53,0.5,0.2,0.9,0.0,0.3,0.4,0.0,0,0.5,0.5,1.2,0.3,0.9,0.7,13.5,0.2,0.5,0.0,0,False,True,False,False
23,13,1113,0,3,2,0,0.4,89.5,0.0,1,6.35,0.7,0.3,0.4,0.0,0.0,1.0,0.1,0,0.8,0.7,0.2,0.0,0.4,1.0,37.7,0.2,0.7,0.0,1,False,False,False,True
29,3,226,0,0,0,0,0.0,39.8,0.3,0,6.34,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0.3,0.0,0.3,0.0,0.0,0.0,27.7,0.0,8.0,0.0,0,False,False,True,False
23,19,1687,2,1,1,0,1.3,72.1,0.4,1,6.71,0.7,0.8,0.7,0.0,0.1,0.8,0.1,0,0.9,1.9,1.8,0.3,1.4,1.0,17.9,0.3,0.6,0.0,0,False,True,False,False
20,11,1158,0,0,3,0,0.3,73.4,0.3,0,6.15,0.4,0.4,0.5,0.0,0.5,0.9,0.1,0,0.3,0.3,0.2,0.0,0.2,0.5,12.2,0.2,1.0,0.0,0,False,False,False,True
25,33,2926,3,3,8,1,3.0,74.4,0.8,3,7.21,1.8,2.2,1.3,0.2,3.4,0.5,0.1,0,1.1,1.6,2.0,0.0,1.2,0.0,36.4,0.8,2.0,0.1,1,False,False,False,True
31,3,319,0,1,0,0,0.4,73.6,0.4,0,6.69,2.3,1.4,0.7,0.1,0.9,1.0,0.4,0,0.9,0.7,0.1,0.0,0.1,0.3,17.9,0.4,1.3,0.0,0,True,False,False,False
25,15,1416,0,5,7,0,1.1,77.4,0.4,0,6.61,2.2,1.5,1.3,0.0,0.4,0.4,0.1,0,1.1,0.2,1.0,0.0,1.0,0.5,34.1,0.5,2.0,0.2,0,False,False,False,True
32,35,3126,14,4,0,0,2.6,61.1,7.7,5,7.25,0.4,0.2,1.2,0.0,1.2,0.5,0.1,0,0.9,0.5,1.5,0.3,0.9,2.1,28.4,0.1,0.6,0.1,0,False,True,False,False
23,9,964,0,0,4,0,0.3,78.7,1.1,1,6.86,2.1,2.3,0.6,0.3,5.6,0.8,0.2,0,0.1,0.1,0.5,0.1,0.1,0.3,27.0,0.0,1.4,0.0,0,True,False,False,False
19,1,114,0,0,0,0,0.3,74.3,0.2,0,6.13,0.5,0.2,0.5,0.0,0.2,0.2,0.0,0,0.0,0.7,0.0,0.0,0.8,0.3,5.8,0.0,0.0,0.0,0,False,False,False,True
34,23,2053,0,0,4,0,0.4,83.8,1.8,0,6.64,1.0,1.2,0.3,0.4,3.7,0.3,0.6,0,0.2,0.2,0.2,0.0,0.4,0.3,45.3,0.0,2.1,0.0,0,True,False,False,False
30,4,356,0,0,1,0,0.0,84.8,1.3,0,6.69,1.8,1.5,1.3,0.0,2.0,0.3,0.3,0,0.8,0.5,1.8,0.0,0.3,0.5,44.5,1.3,1.5,0.0,0,False,False,False,True
22,27,2355,1,0,6,0,0.8,84.9,1.8,0,6.96,2.4,2.5,1.5,0.4,2.8,0.5,0.9,0,0.1,0.1,1.3,0.0,0.1,0.3,44.9,0.0,3.0,0.0,0,False,False,False,True
16,0,7,0,0,0,0,0.0,100.0,0.0,0,6.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,False,False,False,True
24,13,1184,0,0,3,0,0.9,74.8,0.9,0,6.45,1.3,2.1,0.8,0.0,0.7,0.5,0.1,0,0.4,0.0,0.6,0.0,0.8,0.7,29.3,0.3,2.6,0.0,0,False,False,False,True
32,27,2418,1,1,5,2,0.3,79.5,3.2,0,6.62,1.1,1.4,0.5,1.2,5.8,0.5,0.6,0,0.2,0.2,0.5,0.0,0.1,0.2,31.0,0.0,1.3,0.0,1,True,False,False,False
